,Tweets,Level 1,Level 2
9323,Lockdown or lakh crore package? Or both? #8pm Ji kya plan hai ajj ka?,no emotion,Neutral
9322,Lockdown aane wala hai #PMModi,no emotion,Neutral
9321,Lockdown th May tak hai aur ye speech June tak. :_; #PMModi #NarendraModi #Modi #lockdown,no emotion,Neutral
9320,Lockdown kisi SystemApp ki trh hogya hai... Jo Update toh ho rhi hai.. Magar uninstall nahi! #PMModi #Lockdownextention,no emotion,Neutral
9319,Local ke liye vocal bana hai PM #COVID9 #Lockdown2 #PMModi,no emotion,Neutral
9318,Lesson no Supply chain me bohot scope hai guys #PMModi #NarendraModi #8PMStories #Lockdown4,no emotion,Neutral
9317,Kya lgta haan aaj bje modi ji kya announcement karega ? #PMModi #Lockdown4,no emotion,Neutral
9316,Kya bol gaye modi ji? #Lockdown4 #Narendermodi #modi,no emotion,Neutral
9315,"Koi khayega kya ..... Sach kehta hoon, isko to sabse pehle jegah milni chahiye ..ek baar ye shop open ho jaaye to aapko economy ka th pillar ka reaction milega , chaahe ispe tax kitna hi laga diya jaaye , many will thank you . Dil se . #VocalForLocal #lockdown #PMModi",no emotion,Neutral
9314,Khul raha hai lockdown lagta hai... #Modi #PMModi #NarendraModi #PMAddressToNation,no emotion,Neutral
9313,"Jis hisab se #Narendermodi pauses lete hein PM speech mai, lagta hai khud hi saans ki takleef hai. koi leke jaao unko yaar. ROFL. #coronavirusinindia #COVID9 #Lockdown4",no emotion,Neutral
9312,"Hon PM , lockdown mei please momos waale bhaiya ki dukaan khulwao social distancing hum follow karenge.",no emotion,Neutral
9311,He missed out the hamere pass maa hai bit #pmmodispeech #Lockdown4 . Rest of it was a time pass. Lockdown hai. Kuch tho karna nahi hai,no emotion,Neutral
9310,Filhaal toh history aur sanskrit class chal raha hai. #Lockdown4 #PMModi,no emotion,Neutral
9309,CM SAHAB OR PM SAHAB SIR ISS LADKE KII BHI SUN LIJIYE REALITY OR KUCH ACTION LIJIYE ENQUIRY KARAYE KII AISA KYU HO RAHA HAI,no emotion,Neutral
9308,Breaking news Mr. PM ne kya kaha lockdown ke bare me PM Modi address n... via,no emotion,Neutral
9307,"Bollywood mein aajtak th part tak koi movie itni nahi chali jitni yeh lockdown ke sequels chal rahe hain... Lockdown open hote hi, #modiji tutorials denge, all film-makers r invited to enroll. #8BajeModiJiSwagatHai #modiat8",no emotion,Neutral
9306,Arey ye skip intro ka option kaha hai? #Lockdown4 #NarendraModi speech,no emotion,Neutral
9305,Agar package FM ko hi declare karna hai to #Narendermodi kyu aaye TV par. #PMModi #Lockdownextention,no emotion,Neutral
9304,Aajtak wale Modiji ke pehle na bata de ki Modiji kya bolenege. #Lockdownextention,no emotion,Neutral
9303,lakh crore me purane sare relief funds included hai #NarendraModi #Lockdown4,no emotion,Neutral
9302,"% of GDP ie Lac Crore, is hisab se each Indian could get Rs. individually. Ab claim kaha se karna hai Modi ji. Pls help. #MODIJI_HelpUs #Lockdown4 #Package",no emotion,Neutral
9301,Jinki salary nhi aa rhi hai...wo apni EMI kaise baregya ? Modi jiii ye to bto,no emotion,Neutral
9300,Us time bhi nda ki government thi or aaj bhi nda ki sarkaar hai,no emotion,Neutral
9299,China pe attack kar do. Ye bhi kah sakte hai,no emotion,Neutral
9298,Kya apka registration ho gya sister,no emotion,Neutral
9297,"Han, lockdown badh gya hai se age tk, toh isliye ab aur bhi kya krna padega Le modiji",no emotion,Neutral
9296,Modi ji:lockdown hai,no emotion,Neutral
9295,Arei bhai. th lockdown ? Abi se decide kar lia kya ? PM ka wait to kar lete.,no emotion,Neutral
9294,sir apse ek request hai ya to lockdown khatm karke sab kuch open hone de ya curfew lga de.. kyunki market shop sab khuli rahti hai aur corona cases aate rahte hai.. ya to sab kuch khol do ya sab kuch strictly band kar do,no emotion,Neutral
9293,"Modi g Sanskrit bole ja rhe hai, Inko bolo jldi btayein ki lockdown extnd hone wala hai",no emotion,Neutral
9292,STET ka result aa gaya kya?,no emotion,Neutral
9291,Lockdown chal rha hai ya band. Yeh toh boley,no emotion,Neutral
9290,"breaking news ...sare congressy pm modi k karod ke elan k bad counting kar rahe hai ki zero. kitna lagaye, Pm pe sadha nishana galat amount ka elan kiya hai.",no emotion,Neutral
9289,Modi ji unse jo bol rahe hai lockdown Extend hoga,no emotion,Neutral
9288,"Modi ji, either give your skin care routine or announce the main news.",no emotion,Neutral
9287,Lockdown main survey kaha aur kisska karvaya. Maybe survey was done between BJP people.,no emotion,Neutral
9286,Tab to lockdown bhad geya hai ..,no emotion,Neutral
9285,Sir open krdo sb. Koi fayda ni lockdown ka. Already sb khula hi hai. Naam ka lockdown hai bs.,no emotion,Neutral
9284,Sir aap th lockdown start krne jaa rhe ho uske liye main apke sth hu but mari ek request hai ki aap salon and beauty parlours or spa ke bare main bhi socho main bhi salon main kaam krta hu mujhe apni family ko bhi dekhna h and my request h th lockdown opened ur salon.,no emotion,Neutral
9283,"modi ji lockdown open kr dijiye jaha koi bhi corona case nhi hai, or jaha hai waha puri trah seal kar dijiye",no emotion,Neutral
9282,Modi ji ish lockdown mei salary to poori mil nhi rhi only expenses increase ho rhe h or income decrease,no emotion,Neutral
9281,"Godi media ko mili nyi news , ab to yahi bajate rahenge,,, par mazdooro ki kissano ki baat nai karenge, ab sawal congress se hi puchte hai,,,",no emotion,Neutral
9280,"Dear PM, PLEASE FOCUS ON SAVING HUMAN LIVES AND EVERY OTHER SECTOR CAN TAKE CARE OF LATER . JAN HAI JAHAN HAI. PLEASE RECTIFY FAILURE OF LOCKDOWN AND TAKE CORRECTIVE STEPS AND ENFORCE IT STRICTLY TO SAVE HUMANITY ,MANKIND .",no emotion,Neutral
9279,Abhi Kaun sa lockdown hai? Delhi me to nahi hai...rest of India ka pata nahi..,no emotion,Neutral
9278,lakh crore ye bata do sir ye garibo ko milege ki sub amiro k liye lockdown ka inaam hai.,no emotion,Neutral
9277,", We need clarity on the Policy. Ji declared Lockdown he said Jan Hai to Jahan Hai. Lives are important. Moving across communities and within community will be suicidal. Your policemen, paramilitary r getting infected. Please Stop moving.",no emotion,Neutral
9276,Lockdown to badhega lekin kuchh achhi baat jo sunke kaan ko rahat mile ye bhi zaroori. Ek hi dialogue modiji bol bol ke thakte nahi hai kya?,no emotion,Neutral
9275,Mujhe bhi bta de kaise join krna hai it cell lockdown me kuch paise kma lu,no emotion,Neutral
9274,Wo sab to thk hai par lockdown ki koi news bta do bhai,no emotion,Neutral
9273,Sir request hai ab lockdown khol do ab koi option nahi h ki kab tak aur kaise gher me rahein,no emotion,Neutral
9272,sir lockdown main aesi chhut na mile jisse virus ko aur badne main madad mile apne dekha kejriwal ji delhi main red zone main bhi office khol di aur virus bada diya.please sakt rawaiya apnanyen .company owner ke koi manavta nahi hai.,no emotion,Neutral
9271,sir lockdown ki definition kya hai ? ( stick to the word limit),no emotion,Neutral
9270,Modi ji INDIA KO EUROPE AUR AMERICA BANANA CHAHTE HAI KYA ?? LOCKDOWN KHOL DIYA,no emotion,Neutral
9269,Lockdown ko sahi tarike se khola jaaye kyunki Eid a rahi hai aur Eid ke samay Corona aur fail jaega,no emotion,Neutral
9268,hello sir ye lockdown ke vajah se na to koi kamai ho rahe h na he kuch h ab EMI sab bank ko dena h or ab aage kya hoga aap kuch kare ispe be sir bank be interest le rahe h sab kuch kar rahe h bank ka be kuch kare,no emotion,Neutral
9267,Sir we are belongs to middle class family Run a camping site in uttarakhand ..........mujhe ye puchna hai sir iss waqt middle class family kay liye govt. Kya step utha rahi hai tourism industry ju puri tarah say khatam hu gayi lockdown may effect hu rahi hai,no emotion,Neutral
9266,"sir Lockdown extend mat kijye. Jo bhi CM Lockdown extend karne ko bol raha hai, samjh lijye Lockdown me usko maza aa raha hi bas aaram karo aur salary uthao. Dikkat to ghareeb ke bachche ko ho rahi hai. Please bus, train chala dijiye may ke baad.",no emotion,Neutral
9265,sir mai ghaziabad me lockdown she ab tak hu lekin ab mujhe ghar jaana hai. Paise khatam ho gaya hai mai distt gorakhpur ka rahne wala hu .yaha ghaziabad me bhatiamor me rahta hu. Please help me. Mob,no emotion,Neutral
9264,"Agar voh har bande ke account main daal rahen hain tu raat ko he tweet kar denna, varna subah arram se tweet karna.",no emotion,Neutral
9263,Provide official letter with sign and stamp Aisa to koi bhi bana skta hai,no emotion,Neutral
9262,Still showings same issue teall me what I do delhi kam se aaya tha March se yahi hu government ki koi help nahi mil rahi Current in delhi kya khau kha rahu delhishelterboard. Regd Ajay kumar jha,no emotion,Neutral
9261,Kon si news agency hai that is what i am asking,no emotion,Neutral
9260,"Koi point hai apne PM ko tag karne ka? Koi jawaab nhi aana People need to understand is fight me CMs have far bigger role than the central govt. Apne CM ko question karo, bhale kisi bhi party ka ho. State lockdown CM bhi kar sakte hain, uddhav ne kara shi time pe?? NO.",no emotion,Neutral
9259,"Commodities par corona cess laga do, subsidies thode time ke liye suspend kar do, free ka batna band karo, jise delhi se apne ghar jana hai use jane do. lockdown continue rakho. Very simple",no emotion,Neutral
9258,Sir lockdown to bdane ki maang shi hai but rashan nhi paucha aapka logo ke pass,no emotion,Neutral
9257,"Babu ram school shahdara, delhi lockdown me bura haal. Counsellor Nirmal jain ji k ghar k bahar ka ye daily ka haal hai.",no emotion,Neutral
9256,"Aap hi bata do ki kaise is pandemic se hum bahar nikalne wale hain mujhe to speech mein kuch samajh nahin aaya. Lockdown ke kya traits hain, testing &amp; isolation ka kya plan hain, economic stimulus ka kya roop hoga, migrants ka kya hoga? Shayad mujhe bhi vision samajh aa jaye.",no emotion,Neutral
9255,Aur NDTV ki news thi.. I dont know NDTV Modi wala Channel hai ya ni.. ravish wala Channel hai yeh.. agar lockdown jis tarah we hua agar ni hota to total infected over L aur death over L.. aisa main ni NDTV wale bole.,no emotion,Neutral
9254,modi ka ulta karo to idom banta hai,no emotion,Neutral
9253,Modi wala kya scene hai bhai? Kya bol raha hai?,no emotion,Neutral
9252,"Tipu sultan ko kou farq nhi pdne wala iss tweet se...modi ji se pucho GDP,economy ke kya krenge...bcz wo zinda hai abhi",no emotion,Neutral
9251,Saare ministers ek ek line ko modi ji ke bolne ke baad tweet kar rahe hai.... Inko pehle se hi speech mil gayi hai lagta hai,no emotion,Neutral
9250,Modi ji the Hindi teacher ...itna bhari world bolte hai ki sun ke dar lagta hai ...,no emotion,Neutral
9249,"se hai ye grp wha , aaj ki date mai lac members hai , sirf or sirf modi ji ,yogi , bjp or hindutav k liye kaam hota hai wha",no emotion,Neutral
9248,But you spend all your time in praising modi.. You have all modi bacteria in you.. Dilli me ab tu kabhi koi election nahi jitega pakki baat hai,no emotion,Neutral
9247,middle class k baare me socho sir garib k leye sb krte hai middle class b garib hai is time sir bajaj finance toh abhi b bank se loan nikl hi rhi hai. Bounce charge b laga rhe hai,no emotion,Neutral
9246,Pls sir is me kitni sachai hai bataye....,no emotion,Neutral
9245,"Don't worry, you and sambit are being targeted now to make only a precedent. Next step is to book all who take Modi jis name. Modi JI likha hai maine.",no emotion,Neutral
9244,Rahul gandhi cr diye apne kya diya bhaisahab ...Or om cares se aap dilwado mwra vote modi ji ko,no emotion,Neutral
9243,Mare bahi qasam sey ap ka media ap ko news kuch or dikata hai ap kabi real mei dekho to pata chale arye bahi humre islam mey begunha ka marna asye hai jase puri insaniyat ko humari army sey khabi milo tou ap ko pata chale mare bahi yeh sab kuch politics hai,no emotion,Neutral
9242,Ye lo sir fees ka hisaab th class tak laga lo Har class me se lakh karlo l Ab bhi school loss me hai inke,no emotion,Neutral
9241,Sir mera question Parmod kishan ji se hai ki unki galat fahmi hai agar priyanka gandhi PM banegi to India sahi ho jayega.,no emotion,Neutral
9240,"kyu Twitter pr news nhi aati kya ,, yha sb log mil jate h jinki news bnke news cannelo pr jati h to direct unhe se mil jati h",no emotion,Neutral
9239,Rahul Gandhi say pucho paisa dayega migrants ko uska speech kisi ko acha nhi lgta hai,no emotion,Neutral
9238,Rahul gandhi jhoot bole ya sach usse koi fark ni pdta hai wo koi PM ni hai na hi uski chalti hai. Ja kr modi se pucho wo kitna sach aur kitna jhot bolte hain,no emotion,Neutral
9237,Kabhi Modi ji ko bhi puch Lo ki sab sawal rahul gandhi ko hi karne hai,no emotion,Neutral
9236,"Ji ji confused h ya nahi, ye nhi pata but unka ye question sahi h ki abhi Covid- cases increase ho rahe h toh is waqt lockdown mein itni riyayat nhi deni chahiye...",no emotion,Neutral
9235,aur ye batane zee news se har roz kitne patients aa rahe hai update honi chahiye.,no emotion,Neutral
9234,"is CM ko bolo kab tak jawab nahi dega, he should deactive his id, if he cant reply someone in weeks ?? why not replying me",no emotion,Neutral
9233,"is CM ko bolo kab tak jawab nahi dega, he should deactive his id, if he cant reply someone in weeks ??",no emotion,Neutral
9232,Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,no emotion,Neutral
9231,#ArvindKejriwal ap ne urdu newspaper ko madad nahi ky,no emotion,Neutral
9230,Ye to esa e ha jaisay ap politicians say kaho kay jhoot bolna chor dain,no emotion,Neutral
9229,Ye bhi Sahi hai. Follow for daily fun #funnymemes #funnymemes #politicaljokes #japan,no emotion,Neutral
9228,Tum log smjh jao na zindgi aram dah ho jaye gi Or han me kisi politician party se ni hun,no emotion,Neutral
9227,"To all venting out anger on Col ke biwi is jaiz. Bt its a mindset. Kia col ke biwi kia wo politicians kia wakeel,doctors sab aik jaisay hain. Fauj per bolnay k bajay a change in mindset is necessary. Thk hai issb fail thora ghusa nikal lain per thnk on a bigger perspective too",no emotion,Neutral
9226,There's no end to Alka Lamba's cheap politics. Ye woman kuch ve kar sakti hai polictics ke lea #ArrestAlkaLamba #ArrestAlkaLamba,no emotion,Neutral
9225,Sir centre ke bhi to hospitals hsi...Heath ministry se directions issue karvaiye...isne koi politics nhin honi chahiye...,no emotion,Neutral
9224,: There's no end to Alka Lamba's cheap politics. Ye woman kuch ve kar sakti hai polictics ke lea #ArrestAlkaLamba #Arr,no emotion,Neutral
9223,: #SidNaaz #Shehnaazians #SidHearts % big handlers FCs fans club kam politicians hai thy hv agenda hw increase foll,no emotion,Neutral
9222,: Bhai politician ki beti hai wo wahan ki... Usse bhi political career chamkana hai wahan.. iske liye sab citize,no emotion,Neutral
9221,: din Off tha Media kay Farigh Anchors ko kuch Nahe milaa To shahid Afridi kay Political Career and Pictures lenay ko S,no emotion,Neutral
9220,": Elite Class jo hai wo khud ko Qanoon say upar he samajti wo Politicians, Army higher Ranks, Judges, Business Tycons, lawyers ko",no emotion,Neutral
9219,: Kuch nahi hoga kyuki humre local politicians ko employment aur education se mtl,no emotion,Neutral
9218,Really sir but it's true kuch nahi ho sakta aap logo se political parties are not our God bcz they can't understand problem,no emotion,Neutral
9217,PTI hardcore supporters rarely engage in politics now. Dil main kahien lagta hai waisa nahin jo bataya ya dikhaya gya tha.,no emotion,Neutral
9216,"Jo Hindu Muslim ki Politics kar rahe hain ya slang words use karte hain, inka followers kam kiya ja raha hai.",no emotion,Neutral
9215,I do not know if this information is right... but what is true is that itne saalon se #RamMandir issue ko #votebank aur #Politics ki wajh se kheecha ja ra tha... Finally the truth has prevailed and the final SC verdict on #RamJanmabhoomi has been proven right. #RamMandirExisted,no emotion,Neutral
9214,Aik American politician nay kaha tha Pakistani paison k liye apni ....................... Har dosry din us ki bat sahi mehsoos hoti,no emotion,Neutral
9213,baap ka sab family members sab is dharti pe nai hai..bas baat bacha hai..wo bhi chala jayega right political time pe,no emotion,Neutral
9212,"Sachaai spread karo.. and samajhne ki koshish karo ki kya aslu sach hai aur kya dikhawati sach.. Aaloo and sone wali machine was a propaganda to ruin the image of a leader of a political party, as he has never been part of any corruption. So the image needed to be tarnished..",no emotion,Neutral
9211,Rahul Gandhi jiska mama ho usse aur kya expect kr skte h?,no emotion,Neutral
9210,Kya pata khane k sath chedhchadh ki gayi ho politics ke chalte,no emotion,Neutral
9209,mtlb in ka bs sirf politicians tk hai chlta ha,no emotion,Neutral
9208,Polite naiii China Ko janty nahi app,no emotion,Neutral
9207,It e kamzor politicians se itne ghabraatee hai BJP. Goes to show () BJP inferiority complex. None of the BJP 'leaders' are good looking () BJP is jealous of name recognition. No one had heard of the current crop of BJP leaders prior to the elections,no emotion,Neutral
9206,"Please correct M Gandhi killed because even after the failure of his politics regards unified India , pretended as if Hindu Muslims are bhai bhai and Pakistan is only created as additional home , many Hindus got slaughtered but the man rushed to save Muslimsto safeguard own image",no emotion,Neutral
9205,Excuse me...I was talking very politely...so u also better behave...i didn't said ki flights cancel ni hui...mne sirf ye kha h ki qatar ki govt ne clearly mention ni kia h cancellation ka reason aur unhone flights Tuesday ki reschedule bhi krdi thi...now u read my tweet again..,no emotion,Neutral
9204,"For now you are god for those helpless people, but sir may be baad me isi chiz pe politics v ho to sir please aap ready rahna un sab ko sahi answer dene k liye. #savehumanity",no emotion,Neutral
9203,Kuch seekhna chahiye aaj kal k politician's ko sonu bhaiyya se...,no emotion,Neutral
9202,Maa dewri ka photo aur budadih ka photo q lgaya h bhai ....,no emotion,Neutral
9201,Its sy polite aur kya joga ... bas dheeray sy STFU likh dain ..,no emotion,Neutral
9200,Sir kisi bhi political party se kya jabab milega merta Grarib hai ?,no emotion,Neutral
9199,Kitne proofs doon joh khud Bengal ke logon ne share kiye ki Centre kaise help kr rhi hain. Jb aap politically motivate hoke tweet karoge toh galiyan padengi hi. Orissa bhi toh effect hua hain wahan kaunsa BJP ki govt hain?,no emotion,Neutral
9198,Her field k citizen ko encourage krain k wo agy a sky afridi ko b krain wo ik se khud ko compare nh kr raha aur ap log b azad logo ki trha sochain hum yaha party politics ko nh dekhain gye her ache insan ko dekhain gye us ko support krain gye jo corrupt na ho,no emotion,Neutral
9197,Abe gobar patra rajeev gandhi sonia gandhi chod gareeb Mazdoor bhuk se train se kat kr mar rahe hai unki help kr insaan bn. Insaan bachenge tvi to politics krega atleast avi to insaniyat dikha insaan bn jaa .,no emotion,Neutral
9196,. Rawana Kiya roka nai . . yah din roka to nai sath ki sath clear kiya . Koi certificate to nai manga . .unhone itne salike se Kiya aap ki tarah political issue nai banaya..,no emotion,Neutral
9195,Abe photo photo khelna h kya,no emotion,Neutral
9194,Agar khud na banao tou nae banti political debate. Awam bhe ham khud hi hein.,no emotion,Neutral
9193,Apke apne kuch view h ya bs Rahul Gandhi ko india k upr impose krne m apna time or politics khrab krne ka hi decide kr lia h,no emotion,Neutral
9192,"cr to save from ongoing court cases and further upcoming cases. Co backed by big politicians from Haryana, kuch nahi hoga inka",no emotion,Neutral
9191,"Manoj Tiwari ji ko bhi bolo politics na kare bol rahe the ki death records chupa rhe hain.... Ab Highcourt ne clear kr diya, phle dekhiye kon politics kr rha hai.",no emotion,Neutral
9190,"Political blunders ek taraf par jo it technology, admin reforms aye uski baat hi kuch aur thi. Agar yeh aaj zinda hote the toh socho kya hota( negative retweetef replies apna view justify karne k liye nai de)",no emotion,Neutral
9189,yaha halat kharab hai Rahul baba ji is waqt aap Saab politics bmaat kaaro abhi koi election bhi nahi hai aabhi apane apane state meh kaam per focus kaare,no emotion,Neutral
9188,Priyanka ji Mai kuchh apna Congress party ko suggestions Dena chahta hu itna Jo aapke sath politics ho raha na sab khatm ho jayega aapko koi proper guide karne wala nhi hai Pls contact,no emotion,Neutral
9187,"MEA is waiting for you Mam that you will come and suggest them what to do , kuch V . I accept integrity from our educated politicians in foreign affairs matter .",no emotion,Neutral
9186,Ye leaders use hi isiliye hote hain Keshav maurya ka or joi kaam hai? Naqvi ka hone ka reason? Sab yehi hai Aise hi use hote hain,no emotion,Neutral
9185,Sir Jitna aapne Naam Banaya pura mitti ho gaya h. Rahul Gandhi ke sath uski party or family har bure time mei sath khadi rahi but Sir aap dhekh lo aapki Party wale sabse pahle kosenge aapko. Politics aap Jante ho Acche se.,no emotion,Neutral
9184,"Civilian politician vote leke aata hai aur vote na milney par ghar chala jaata hai.... Army officers and politicians can't be compared, civilian politician Jo election haar jaata hai usay tou public money tak access hi nahi milta",no emotion,Neutral
9183,Fir matlab saaf hai na hmari ldayi hi kashmir centric politics ke khilaaf hai toh vo hmara saath kyuu aur kaise denge ... ko jammu ke rights ke liye ldna hai fihaal ...,no emotion,Neutral
9182,"Ek aur cheez b mein add kardo baqi Sb thek hai, k Jis din general ko politics mein intervene Karne aur beja mulk ko Jang k dhane dalne py saza milna shoro ho gayi to qasam Billaah os din mulk sahi track py hoga.",no emotion,Neutral
9181,Ye baat maan leni chahiye k bjp kisi ko bhi gira sakiti hai Karnatika and MP now Maharashtra Politics me sab chalta hai means bjp me guts hain congress me wo guts nhi jo bjp ko khatam kar sake,no emotion,Neutral
9180,Sach to sach hota hai. Live aane ka yhi ghata hai. Vo bhi without prepration. Atleast politician ki mentality ka to pta chala.,no emotion,Neutral
9179,"Not ie congress, it is and #NCP (Mahavikas Agadi dal). Pay more attention to real political developments. Or shayad kisi bhi polity book me Maharashtra me congress ki govt nahi hogi. Agar mile to batana. Thanks",no emotion,Neutral
9178,Ek to kisi bhi politician ko nai hoga,no emotion,Neutral
9177,Politics jo kar rahen hen un ko ye kahty to acha hota reality or logo ki tawja hatny k lye ye sub chal raha he or ap dramy sy sabak hasil kry,no emotion,Neutral
9176,"Koi bhi political party ekdam sahi nahi hai, Baki jo ne bola tha bs usme duniya ki jagah political party kar lena",no emotion,Neutral
9175,Bhai teri baatein kisi ko samaj nahi aati. Politics chodh de tere bus ki nahi. Dance acha kerta hai!!,no emotion,Neutral
9174,"Please correct M Gandhi killed because even after the failure of his politics regards unified India , pretended as if Hindu Muslims are bhai bhai and Pakistan is only created as additional home , many Hindus got slaughtered but the man rushed to save Muslimsto safeguard own image",no emotion,Neutral
9173,Hr insaan mein politician hota he... Jo jb matlab ho to voter ko sir py utha leta he or jab matlab hatam to un logon ko bh bhool jata he jinhun ny mushkil waqt mein uski madad ki ho,no emotion,Neutral
9172,Tu aap kiya kehty hu social and politics se dor rehna chahiye aghar parishani ni chahiye..??,no emotion,Neutral
9171,Aj ki timeline nahi dekhi har koi political activist bana hua hai,no emotion,Neutral
9170,"Bhai Saab, Extended Honeymoon bhi nahin manane doge. Hamesha politics hi sab kuch nahin hoti. Uske liye #DulatUncle #BRSingh uncle baithe hue hain.",no emotion,Neutral
9169,Ave bhai tu apna cooment delete kar jo tune mujhe kia hai dusre jagah ki Her political background made her get chance mujhe mat kar comment kisi aur ko kar please delete kar de,no emotion,Neutral
9168,oo tu bachy waly harakty na kiya kar yaar world cup me bhi smjaya abh politics ki tution lele modi se,no emotion,Neutral
9167,Then why are those against dynastic politics supporting this decision &amp; congratulating the concerned? Phr to sabhi same huwe koi kisi ko kuch ni keh sakta,no emotion,Neutral
9166,Political statement par to waise b believe nhi karna chaiye.. jo incident hua h vo galat h.. ab ladki naam lena bhool gyi.. agar naam b bol detoi to itna discussion ka koi point bhi nhi hota,no emotion,Neutral
9165,Sir sorry main ap k coments main beghair ijazat k mudakhlat Kar raha Hoon. Adab k sath guzarish hai k kisi b political person k Barai main log apnai jazbat ka Izhar kartai rehtai hain lekin hum voters ur sporters ko apis main ik dosray ko galian nain Dena chahiay.,no emotion,Neutral
9164,"Please correct M Gandhi killed because even after the failure of his politics regards unified India , pretended as if Hindu Muslims are bhai bhai and Pakistan is only created as additional home , many Hindus got slaughtered but the man rushed to save Muslimsto safeguard own image",no emotion,Neutral
9163,First thing first: Gussa nhi krte foran bandio pr. Politely baat krte hai,no emotion,Neutral
9162,"brave soldiers embraced martyrdom, no even gave a damn. On the other hand, jawan dies in India, and the whole nation is on fire. Why? In politics there are winners and losers. When army intervenes in politics, the losers are bound to see the army in a negative light",no emotion,Neutral
9161,Ap ko politics kahan ha sir gi,no emotion,Neutral
9160,"Please correct M Gandhi killed because even after the failure of his politics regards unified India , pretended as if Hindu Muslims are bhai bhai and Pakistan is only created as additional home , many Hindus got slaughtered but the man rushed to save Muslimsto safeguard own image",no emotion,Neutral
9159,Farha g dont talk on matters you dont know facts about. The whole funds goes to politicians of the area since decades even royalty of natural gas fields was given to bugti since discovered. Balochi behan bhaion ko chahiye apny MPA aur MNA se poochen funds khaan hain.,no emotion,Neutral
9158,"Main politically baat nahi kar rha hoon , main work ki baat kar tha hoon, government se Kya expectations honi chahiye , wo hme mil rahi hai Aur Delhi wale khush hain jabki Kejriwal ji k pas law and order nahi hai Phir bhi",no emotion,Neutral
9157,Aisa behaviour sab ki saath rkhna chahye. Kuch loog waqee bahut polite hoty hain.,no emotion,Neutral
9156,Agar sabhi political parties sirf public welfare p apna dhyan lagaye to ye ho skta h,no emotion,Neutral
9155,Aap bas lga ke bhejiye ghar. Log paidal hain raaste pe. Politics vo kar dahi hai to aap bhi.,no emotion,Neutral
9154,Tari naukri lagwa du ma kya...bhai bhot badiya politics kar sakega or part time ma bhi kar le,no emotion,Neutral
9153,Kuch jammu ke politicians bhi backdoor se vapas laana chaheten hain,no emotion,Neutral
9152,"Unity nhi hai yaha loog bjp aur congress mai bante hue hain aur usi pr ladte rehte hai , is politics k peche pde hue hain aur apne culture pr kbi deyan nhi deya. Kashmir aur ladakh k loog b isi jgah rehte hain pr phir b un logo ne apna culture kbi khtm nhi hone deya .",no emotion,Neutral
9151,Is tara to phir is kahani k baray main kia khyaal hai? Jo Allah aur banday ka mamla hai uss pa politics karnay se kuch nai milna,no emotion,Neutral
9150,Bhai agar ye subedar ko gaali na nikalti na to phir koi action nhi hona tha abb mere khiyal s action ho gai aur ye culture sirf army Mai nhi css Mai bhi hai politicians Mai bhi hai har jaga hai aur y khatm hona chayie,no emotion,Neutral
9149,Amish devgan ji Kya aap sach mein nahi darte toh aap common man ko reply kyu nahi karte . Common man ki b help kar do. ya phir politician ke liye kaam karte ho.,no emotion,Neutral
9148,"Everything in hands, Army sey lakhon guna zyda politicians superior hei, but people are not ready for that conversation",no emotion,Neutral
9147,Sai ha ya ghalat shehnaaz ka koi lena dena nai is se.. so humarey bat krne ki b zrort ni is py... these are political issue,no emotion,Neutral
9146,per wo practicing lawyers likhte hein !! Full time politician ko kya zaroorat hei..??? Aisa early th century mei hota tha ..logon ko impress karne ke liye...(apni qualifiacation naam ke saath likhna),no emotion,Neutral
9145,"Jab aamer me khubian aur politicians me burayaan nazr ayen tu woh mulk kabhi traqi nae ker sakta , history proved it and even pakistan face such debacle in",no emotion,Neutral
9144,"Tum log jo muslims pe politics karte ho,uska kya ? I guess then muslims dont deserve any sympathy too !!",no emotion,Neutral
9143,"Please correct M Gandhi killed because even after the failure of his politics regards unified India , pretended as if Hindu Muslims are bhai bhai and Pakistan is only created as additional home , many Hindus got slaughtered but the man rushed to save Muslimsto safeguard own image",no emotion,Neutral
9142,aap ko maloom hona chahiye supreme court ne reservation khatm karne ke liye kitni baar kha hai kya aap mein dm hai supreme court ke order manne ka ab courts bhi kuch nahin kar sakti politics ke aage ji,no emotion,Neutral
9141,Y to Rahul Gandhi ji ka bas ek political stunt h bas or Kuch nahi,no emotion,Neutral
9140,Kyon.. Phir Apko political victimization ka rola daal KY program krny hai.... Wait and see...,no emotion,Neutral
9139,"*EK KAHANI RAMAYAN KII* very trending and An epic battle, Basic story is about politics. ""Ramayana"" is loyalty to family Sacrifice in relationships, forgiveness,care,love.. Guys.......always ready for your family..life mai chahe kitna galat hojaye....hamesha family ke sath rahe..",no emotion,Neutral
9138,#MOS_DrSingh_HelpUS sir agar ye topic political hota to shayad hume mahine na lagte is topic par kisi ka response milne me...,no emotion,Neutral
9137,#industryinbihar Stop caste based politics. Starts work based politics. Enough is enough. Industrialisation ke liye kuch kijiye Bring Industrialisation in bihar.,no emotion,Neutral
9136,Ye acha lgta hai. Ki aap positive or negative dono aspect mai bat krte ho.. nhi to abhi negativity he dhund k layegi isme bhi.,no emotion,Neutral
